3.0,2.789960369881115
11.0,1.8812576568887742
19.0,0.9049313409499007
29.0,-0.5918097754293257
42.0,-2.0460393494629763
54.0,-2.1558938111791086
63.0,-1.8516287437897976
75.0,-1.3
83.0,-0.6179313471532488
92.0,-0.25363276089828446
103.0,-0.08454425363276385
115.0,0.0
125.0,-0.42272126816380506
133.0,-1.6063408190224564
144.0,-2.282694848084546
154.0,-2.603417857809715
164.0,-2.603417857809715
175.0,-2.5129208117565414
184.0,-2.269289362689751
193.0,-1.9908489500897826
206.0,-1.3319853483081125
215.0,-0.7003221934403481
222.0,-0.3158315774338831
231.0,0.2334407311467821
245.0,1.6063408190224635
257.0,3.089656735766237
263.0,3.973579920739766
273.0,5.012109815798562
285.0,6.153846153846154
291.0,6.962026511259921
305.0,8.185714285714285
313.0,8.36988110964333
323.0,8.394978439889076
331.0,7.862615587846761
340.0,5.495376486129459
354.0,3.2972258916776696
